topFinGrpNo,dcls_month,fin_co_no,fin_prdt_cd,intr_rate_type,intr_rate_type_nm,rsrv_type,rsrv_type_nm,save_trm,intr_rate,intr_rate2
030300,202410,0010551,310012,S,단리,S,정액적립식,12,4.0,4.0
030300,202410,0010551,310012,S,단리,S,정액적립식,6,2.5,2.5
030300,202410,0010551,310018,S,단리,S,정액적립식,6,2.5,2.5
030300,202410,0010551,310018,S,단리,S,정액적립식,12,4.0,4.0
030300,202410,0010551,310018,S,단리,S,정액적립식,24,3.5,3.5
030300,202410,0010551,310018,S,단리,S,정액적립식,36,3.0,3.0
030300,202410,0010551,310020,S,단리,S,정액적립식,6,2.5,2.5
030300,202410,0010551,310020,S,단리,S,정액적립식,12,4.0,4.0
030300,202410,0010551,310020,S,단리,S,정액적립식,24,3.5,3.5
030300,202410,0010551,310020,S,단리,S,정액적립식,36,3.0,3.0
030300,202410,0010553,310003,M,복리,F,자유적립식,36,3.0,3.0
030300,202410,0010553,310003,M,복리,F,자유적립식,24,3.0,3.0
030300,202410,0010553,310003,M,복리,F,자유적립식,12,3.0,3.0
030300,202410,0010553,310003,M,복리,S,정액적립식,36,3.0,3.0
030300,202410,0010553,310003,M,복리,S,정액적립식,24,3.0,3.0
030300,202410,0010553,310003,M,복리,S,정액적립식,12,3.0,3.0
030300,202410,0010553,310003,S,단리,F,자유적립식,36,3.0,3.0
030300,202410,0010553,310003,S,단리,F,자유적립식,24,3.0,3.0
030300,202410,0010553,310003,S,단리,F,자유적립식,12,3.0,3.0
030300,202410,0010553,310003,S,단리,S,정액적립식,36,3.0,3.0
030300,202410,0010553,310003,S,단리,S,정액적립식,24,3.0,3.0
030300,202410,0010553,310003,S,단리,S,정액적립식,12,3.0,3.0
030300,202410,0010556,310003,S,단리,S,정액적립식,6,1.6,1.6
030300,202410,0010556,310003,S,단리,S,정액적립식,12,1.6,1.6
030300,202410,0010556,310003,S,단리,S,정액적립식,24,1.7,1.7
030300,202410,0010556,310003,S,단리,S,정액적립식,36,1.8,1.8
030300,202410,0010556,310008,M,복리,S,정액적립식,36,1.8,1.8
030300,202410,0010556,310008,M,복리,S,정액적립식,24,1.7,1.7
030300,202410,0010556,310008,M,복리,S,정액적립식,12,1.6,1.6
030300,202410,0010556,310008,M,복리,S,정액적립식,6,1.6,1.6
030300,202410,0010556,310008,S,단리,S,정액적립식,36,1.8,1.8
030300,202410,0010556,310008,S,단리,S,정액적립식,24,1.7,1.7
030300,202410,0010556,310008,S,단리,S,정액적립식,12,1.6,1.6
030300,202410,0010556,310008,S,단리,S,정액적립식,6,1.6,1.6
030300,202410,0010556,310009,M,복리,S,정액적립식,36,1.8,1.8
030300,202410,0010556,310009,M,복리,S,정액적립식,24,1.7,1.7
030300,202410,0010556,310009,M,복리,S,정액적립식,12,1.6,1.6
030300,202410,0010556,310009,M,복리,S,정액적립식,6,1.6,1.6
030300,202410,0010556,310009,S,단리,S,정액적립식,36,1.8,1.8
030300,202410,0010556,310009,S,단리,S,정액적립식,24,1.7,1.7
030300,202410,0010556,310009,S,단리,S,정액적립식,12,1.6,1.6
030300,202410,0010556,310009,S,단리,S,정액적립식,6,1.6,1.6
030300,202410,0010560,C614004,S,단리,S,정액적립식,6,3.0,3.0
030300,202410,0010560,C614004,S,단리,S,정액적립식,12,4.0,4.0
030300,202410,0010560,C614004,S,단리,S,정액적립식,24,3.8,3.8
030300,202410,0010560,C614005,S,단리,S,정액적립식,24,3.8,3.8
030300,202410,0010560,C614005,S,단리,S,정액적립식,12,4.0,4.0
030300,202410,0010560,C614005,S,단리,S,정액적립식,6,3.0,3.0
030300,202410,0010560,C614006,S,단리,S,정액적립식,6,3.0,3.0
030300,202410,0010560,C614006,S,단리,S,정액적립식,12,4.0,4.0
030300,202410,0010560,C614006,S,단리,S,정액적립식,24,3.8,3.8
030300,202410,0010562,310003,M,복리,S,정액적립식,36,3.5,3.5
030300,202410,0010562,310003,M,복리,S,정액적립식,24,3.5,3.5
030300,202410,0010562,310003,M,복리,S,정액적립식,12,3.7,3.7
030300,202410,0010562,310003,M,복리,S,정액적립식,6,1.6,1.6
030300,202410,0010562,310003,S,단리,S,정액적립식,36,3.5,3.5
030300,202410,0010562,310003,S,단리,S,정액적립식,24,3.5,3.5
030300,202410,0010562,310003,S,단리,S,정액적립식,12,3.7,3.7
030300,202410,0010562,310003,S,단리,S,정액적립식,6,1.6,1.6
030300,202410,0010562,310004,S,단리,S,정액적립식,6,1.6,1.6
030300,202410,0010562,310004,S,단리,S,정액적립식,12,3.7,3.7
030300,202410,0010562,310004,S,단리,S,정액적립식,24,3.5,3.5
030300,202410,0010562,310004,S,단리,S,정액적립식,36,3.5,3.5
030300,202410,0010562,310004,M,복리,S,정액적립식,6,1.6,1.6
030300,202410,0010562,310004,M,복리,S,정액적립식,12,3.7,3.7
030300,202410,0010562,310004,M,복리,S,정액적립식,24,3.5,3.5
030300,202410,0010562,310004,M,복리,S,정액적립식,36,3.5,3.5
030300,202410,0010568,310001,S,단리,F,자유적립식,36,1.1,1.1
030300,202410,0010568,310001,S,단리,F,자유적립식,24,1.1,1.1
030300,202410,0010568,310001,S,단리,F,자유적립식,12,1.2,1.2
030300,202410,0010568,310001,S,단리,F,자유적립식,6,0.7,0.7
030300,202410,0010568,310001,S,단리,S,정액적립식,36,1.0,1.0
030300,202410,0010568,310001,S,단리,S,정액적립식,24,1.0,1.0
030300,202410,0010568,310001,S,단리,S,정액적립식,12,1.0,1.0
030300,202410,0010569,310005,S,단리,S,정액적립식,36,3.0,3.0
030300,202410,0010569,310005,S,단리,S,정액적립식,24,3.0,3.0
030300,202410,0010569,310005,S,단리,S,정액적립식,12,3.0,3.0
030300,202410,0010569,310005,S,단리,S,정액적립식,6,2.5,2.5
030300,202410,0010569,310005,S,단리,S,정액적립식,3,2.5,2.5
030300,202410,0010569,310005,S,단리,S,정액적립식,1,2.5,2.5
030300,202410,0010569,310006,S,단리,S,정액적립식,1,2.5,2.5
030300,202410,0010569,310006,S,단리,S,정액적립식,3,2.5,2.5
030300,202410,0010569,310006,S,단리,S,정액적립식,6,2.5,2.5
030300,202410,0010569,310006,S,단리,S,정액적립식,12,3.0,3.0
030300,202410,0010569,310006,S,단리,S,정액적립식,24,3.0,3.0
030300,202410,0010569,310006,S,단리,S,정액적립식,36,3.0,3.0
030300,202410,0010572,310009,S,단리,F,자유적립식,36,2.7,2.7
030300,202410,0010572,310009,S,단리,F,자유적립식,24,2.6,2.6
030300,202410,0010572,310009,S,단리,F,자유적립식,12,3.3,3.3
030300,202410,0010572,310009,S,단리,F,자유적립식,6,2.4,2.4
030300,202410,0010572,310010,S,단리,S,정액적립식,6,2.5,2.5
030300,202410,0010572,310010,S,단리,S,정액적립식,12,3.4,3.4
030300,202410,0010572,310010,S,단리,S,정액적립식,24,2.7,2.7
030300,202410,0010572,310010,S,단리,S,정액적립식,36,2.8,2.8
030300,202410,0010574,310004,M,복리,S,정액적립식,36,4.4,4.4
030300,202410,0010574,310004,M,복리,S,정액적립식,24,4.4,4.4
030300,202410,0010574,310004,M,복리,S,정액적립식,12,4.4,4.4
030300,202410,0010574,310004,M,복리,S,정액적립식,6,3.0,3.0
030300,202410,0010574,310004,S,단리,S,정액적립식,36,4.4,4.4
030300,202410,0010574,310004,S,단리,S,정액적립식,24,4.4,4.4
030300,202410,0010574,310004,S,단리,S,정액적립식,12,4.4,4.4
030300,202410,0010574,310004,S,단리,S,정액적립식,6,3.0,3.0
030300,202410,0010574,310005,M,복리,S,정액적립식,36,4.0,4.0
030300,202410,0010574,310005,M,복리,S,정액적립식,24,4.0,4.0
030300,202410,0010574,310005,M,복리,S,정액적립식,12,4.0,4.0
030300,202410,0010574,310005,M,복리,S,정액적립식,6,3.0,3.0
030300,202410,0010574,310005,S,단리,S,정액적립식,36,4.0,4.0
030300,202410,0010574,310005,S,단리,S,정액적립식,24,4.0,4.0
030300,202410,0010574,310005,S,단리,S,정액적립식,12,4.0,4.0
030300,202410,0010574,310005,S,단리,S,정액적립식,6,3.0,3.0
030300,202410,0010575,JH0001B,S,단리,S,정액적립식,3,2.0,2.0
030300,202410,0010575,JH0001B,S,단리,S,정액적립식,1,2.0,2.0
030300,202410,0010575,JH0001B,S,단리,S,정액적립식,36,3.5,3.5
030300,202410,0010575,JH0001B,S,단리,S,정액적립식,24,4.2,4.2
030300,202410,0010575,JH0001B,S,단리,S,정액적립식,12,4.2,4.2
030300,202410,0010575,JH0001B,S,단리,S,정액적립식,6,2.0,2.0
030300,202410,0010575,JH0001C,S,단리,S,정액적립식,6,2.0,2.0
030300,202410,0010575,JH0001C,S,단리,S,정액적립식,12,2.5,2.5
030300,202410,0010575,JH0001C,S,단리,S,정액적립식,24,2.5,2.5
030300,202410,0010575,JH0001C,S,단리,S,정액적립식,36,2.5,2.5
030300,202410,0010575,JH0001C,M,복리,S,정액적립식,6,2.0,2.0
030300,202410,0010575,JH0001C,M,복리,S,정액적립식,12,2.5,2.5
030300,202410,0010575,JH0001C,M,복리,S,정액적립식,24,2.5,2.5
030300,202410,0010575,JH0001C,M,복리,S,정액적립식,36,2.5,2.5
030300,202410,0010575,JH0002D,S,단리,S,정액적립식,6,2.0,2.0
030300,202410,0010575,JH0002D,S,단리,S,정액적립식,12,4.0,4.0
030300,202410,0010575,JH0002D,S,단리,S,정액적립식,24,4.0,4.0
030300,202410,0010575,JH0002D,S,단리,S,정액적립식,36,3.5,3.5
030300,202410,0010576,240001,M,복리,F,자유적립식,24,1.5,1.5
030300,202410,0010576,240001,M,복리,F,자유적립식,12,1.3,1.3
030300,202410,0010576,240001,M,복리,F,자유적립식,6,0.8,0.8
030300,202410,0010576,240001,M,복리,S,정액적립식,24,2.5,2.5
030300,202410,0010576,240001,M,복리,S,정액적립식,12,2.3,2.3
030300,202410,0010576,240001,M,복리,S,정액적립식,6,1.8,1.8
030300,202410,0010576,240001,S,단리,F,자유적립식,24,1.5,1.5
030300,202410,0010576,240001,S,단리,F,자유적립식,12,1.3,1.3
030300,202410,0010576,240001,S,단리,F,자유적립식,6,0.8,0.8
030300,202410,0010576,240001,S,단리,S,정액적립식,24,2.44,2.44
030300,202410,0010576,240001,S,단리,S,정액적립식,12,2.27,2.27
030300,202410,0010576,240001,S,단리,S,정액적립식,6,1.79,1.79
030300,202410,0010576,310007,S,단리,S,정액적립식,36,4.0,4.0
030300,202410,0010576,310007,S,단리,S,정액적립식,24,3.9,3.9
030300,202410,0010576,310007,S,단리,S,정액적립식,12,3.8,3.8
030300,202410,0010576,310009,S,단리,S,정액적립식,12,3.8,3.8
030300,202410,0010576,310009,S,단리,S,정액적립식,24,3.9,3.9
030300,202410,0010576,310009,S,단리,S,정액적립식,36,4.0,4.0
030300,202410,0010576,310010,S,단리,F,자유적립식,12,3.5,3.5
030300,202410,0010576,310010,S,단리,F,자유적립식,24,4.0,4.0
030300,202410,0010576,310014,S,단리,S,정액적립식,12,3.8,3.8
030300,202410,0010576,310014,S,단리,S,정액적립식,24,3.9,3.9
030300,202410,0010576,310014,S,단리,S,정액적립식,36,4.0,4.0
030300,202410,0010576,310015,S,단리,S,정액적립식,36,4.0,4.0
030300,202410,0010576,310015,S,단리,S,정액적립식,24,3.9,3.9
030300,202410,0010576,310015,S,단리,S,정액적립식,12,3.8,3.8
030300,202410,0010576,310016,S,단리,S,정액적립식,12,3.8,3.8
030300,202410,0010576,310016,S,단리,S,정액적립식,24,3.9,3.9
030300,202410,0010576,310016,S,단리,S,정액적립식,36,4.0,4.0
030300,202410,0011551,310001,S,단리,S,정액적립식,6,2.2,2.2
030300,202410,0011551,310001,S,단리,S,정액적립식,12,3.5,3.5
030300,202410,0011551,310001,S,단리,S,정액적립식,24,3.3,3.3
030300,202410,0011551,310001,S,단리,S,정액적립식,36,3.0,3.0
030300,202410,0011551,310004,S,단리,S,정액적립식,12,3.6,3.6
030300,202410,0011551,310004,S,단리,S,정액적립식,24,3.4,3.4
030300,202410,0011551,310004,S,단리,S,정액적립식,36,3.4,3.4
030300,202410,0011551,310005,S,단리,S,정액적립식,12,3.7,3.7
030300,202410,0011551,310005,S,단리,S,정액적립식,24,3.5,3.5
030300,202410,0011551,310005,S,단리,S,정액적립식,36,3.5,3.5
030300,202410,0011551,310012,S,단리,S,정액적립식,36,2.2,2.2
030300,202410,0011551,310012,S,단리,S,정액적립식,24,2.7,2.7
030300,202410,0011551,310012,S,단리,S,정액적립식,12,3.2,3.2
030300,202410,0011551,310013,S,단리,S,정액적립식,6,2.2,2.2
030300,202410,0011551,310013,S,단리,S,정액적립식,12,3.5,3.5
030300,202410,0011551,310013,S,단리,S,정액적립식,24,3.3,3.3
030300,202410,0011551,310013,S,단리,S,정액적립식,36,3.0,3.0
030300,202410,0011767,310010,S,단리,S,정액적립식,6,2.0,2.0
030300,202410,0011767,310010,S,단리,S,정액적립식,12,2.2,2.2
030300,202410,0011767,310010,S,단리,S,정액적립식,24,2.3,2.3
030300,202410,0011767,310010,S,단리,S,정액적립식,36,2.3,2.3
030300,202410,0012120,310001,M,복리,S,정액적립식,36,3.35,3.35
030300,202410,0012120,310001,M,복리,S,정액적립식,24,3.4,3.4
030300,202410,0012120,310001,M,복리,S,정액적립식,12,3.5,3.5
030300,202410,0012120,310001,M,복리,S,정액적립식,6,2.7,2.7
030300,202410,0012120,310001,S,단리,S,정액적립식,36,3.35,3.35
030300,202410,0012120,310001,S,단리,S,정액적립식,24,3.4,3.4
030300,202410,0012120,310001,S,단리,S,정액적립식,12,3.5,3.5
030300,202410,0012120,310001,S,단리,S,정액적립식,6,2.7,2.7
030300,202410,0012120,310008,S,단리,S,정액적립식,6,2.7,2.7
030300,202410,0012120,310008,S,단리,S,정액적립식,12,3.5,3.5
030300,202410,0012120,310008,S,단리,S,정액적립식,24,3.4,3.4
030300,202410,0012120,310008,S,단리,S,정액적립식,36,3.35,3.35
030300,202410,0012120,310008,M,복리,S,정액적립식,6,2.7,2.7
030300,202410,0012120,310008,M,복리,S,정액적립식,12,3.5,3.5
030300,202410,0012120,310008,M,복리,S,정액적립식,24,3.4,3.4
030300,202410,0012120,310008,M,복리,S,정액적립식,36,3.35,3.35
030300,202410,0012120,310013,S,단리,F,자유적립식,36,3.7,3.7
030300,202410,0012120,310013,S,단리,F,자유적립식,24,3.7,3.7
030300,202410,0012120,310013,S,단리,F,자유적립식,12,3.7,3.7
030300,202410,0012120,310013,S,단리,F,자유적립식,6,2.1,2.1
030300,202410,0012120,310015,S,단리,F,자유적립식,6,2.1,2.1
030300,202410,0012120,310015,S,단리,F,자유적립식,12,3.7,3.7
030300,202410,0012120,310015,S,단리,F,자유적립식,24,3.7,3.7
030300,202410,0012120,310015,S,단리,F,자유적립식,36,3.7,3.7
030300,202410,0012711,31001,S,단리,S,정액적립식,6,3.7,3.8
030300,202410,0012711,31001,S,단리,S,정액적립식,12,4.1,4.2
030300,202410,0012711,31001,S,단리,S,정액적립식,24,4.2,4.3
030300,202410,0012711,31001,S,단리,S,정액적립식,36,4.2,4.3
030300,202410,0012711,31501,S,단리,S,정액적립식,6,3.8,3.8
030300,202410,0012711,31501,S,단리,S,정액적립식,12,4.2,4.2
030300,202410,0012711,31501,S,단리,S,정액적립식,24,4.3,4.3
030300,202410,0012711,31501,S,단리,S,정액적립식,36,4.3,4.3
030300,202410,0012711,31535,S,단리,S,정액적립식,24,3.0,3.1
030300,202410,0012711,31535,S,단리,S,정액적립식,12,2.9,3.0
030300,202410,0012840,JJ05,S,단리,S,정액적립식,12,4.1,4.1
030300,202410,0012840,JJ05,S,단리,S,정액적립식,24,4.1,4.1
030300,202410,0012840,JJ05,S,단리,S,정액적립식,36,4.1,4.1
030300,202410,0012840,JJ09,S,단리,S,정액적립식,12,4.0,4.0
030300,202410,0012840,JJ09,S,단리,S,정액적립식,24,4.0,4.0
030300,202410,0012840,JJ09,S,단리,S,정액적립식,36,4.0,4.0
030300,202410,0012840,JJ10,S,단리,F,자유적립식,12,2.75,2.75
030300,202410,0012840,JJ10,S,단리,F,자유적립식,24,2.9,2.9
030300,202410,0012840,JJ10,S,단리,F,자유적립식,36,2.9,2.9
030300,202410,0012889,310040,M,복리,S,정액적립식,36,3.2,3.2
030300,202410,0012889,310040,M,복리,S,정액적립식,24,4.0,4.0
030300,202410,0012889,310040,M,복리,S,정액적립식,12,4.0,4.0
030300,202410,0012889,310040,M,복리,S,정액적립식,6,2.5,2.5
030300,202410,0012889,310040,S,단리,S,정액적립식,36,3.2,3.2
030300,202410,0012889,310040,S,단리,S,정액적립식,24,4.0,4.0
030300,202410,0012889,310040,S,단리,S,정액적립식,12,4.0,4.0
030300,202410,0012889,310040,S,단리,S,정액적립식,6,2.5,2.5
030300,202410,0012889,310041,S,단리,S,정액적립식,6,2.5,2.5
030300,202410,0012889,310041,S,단리,S,정액적립식,12,4.1,4.1
030300,202410,0012889,310041,S,단리,S,정액적립식,24,4.1,4.1
030300,202410,0012889,310041,S,단리,S,정액적립식,36,3.3,3.3
030300,202410,0012889,310041,M,복리,S,정액적립식,6,2.5,2.5
030300,202410,0012889,310041,M,복리,S,정액적립식,12,4.1,4.1
030300,202410,0012889,310041,M,복리,S,정액적립식,24,4.1,4.1
030300,202410,0012889,310041,M,복리,S,정액적립식,36,3.3,3.3
030300,202410,0012889,310042,M,복리,S,정액적립식,36,3.3,3.3
030300,202410,0012889,310042,M,복리,S,정액적립식,24,4.1,4.1
030300,202410,0012889,310042,M,복리,S,정액적립식,12,4.1,4.1
030300,202410,0012889,310042,M,복리,S,정액적립식,6,2.5,2.5
030300,202410,0012889,310042,S,단리,S,정액적립식,36,3.3,3.3
030300,202410,0012889,310042,S,단리,S,정액적립식,24,4.1,4.1
030300,202410,0012889,310042,S,단리,S,정액적립식,12,4.1,4.1
030300,202410,0012889,310042,S,단리,S,정액적립식,6,2.5,2.5
030300,202410,0013002,BNK1002,S,단리,S,정액적립식,6,2.8,2.8
030300,202410,0013002,BNK1002,S,단리,S,정액적립식,12,3.3,3.3
030300,202410,0013002,BNK1002,S,단리,S,정액적립식,24,3.4,3.4
030300,202410,0013002,BNK1002,S,단리,S,정액적립식,36,3.5,3.5
030300,202410,0013002,BNK1002,M,복리,S,정액적립식,6,2.8,2.8
030300,202410,0013002,BNK1002,M,복리,S,정액적립식,12,3.3,3.3
030300,202410,0013002,BNK1002,M,복리,S,정액적립식,24,3.4,3.4
030300,202410,0013002,BNK1002,M,복리,S,정액적립식,36,3.5,3.5
030300,202410,0013127,310002,M,복리,S,정액적립식,36,3.6,3.8
030300,202410,0013127,310002,M,복리,S,정액적립식,24,3.6,3.8
030300,202410,0013127,310002,M,복리,S,정액적립식,12,3.6,3.8
030300,202410,0013127,310002,S,단리,S,정액적립식,36,3.6,3.8
030300,202410,0013127,310002,S,단리,S,정액적립식,24,3.6,3.8
030300,202410,0013127,310002,S,단리,S,정액적립식,12,3.6,3.8
030300,202410,0013127,310003,S,단리,S,정액적립식,12,3.7,3.8
030300,202410,0013127,310003,S,단리,S,정액적립식,24,3.7,3.8
030300,202410,0013127,310003,S,단리,S,정액적립식,36,3.7,3.8
030300,202410,0013127,310003,M,복리,S,정액적립식,12,3.7,3.8
030300,202410,0013127,310003,M,복리,S,정액적립식,24,3.7,3.8
030300,202410,0013127,310003,M,복리,S,정액적립식,36,3.7,3.8
030300,202410,0013127,310004,M,복리,S,정액적립식,36,3.2,3.4
030300,202410,0013127,310004,M,복리,S,정액적립식,24,3.1,3.3
030300,202410,0013127,310004,M,복리,S,정액적립식,12,3.0,3.2
030300,202410,0013127,310004,S,단리,S,정액적립식,36,3.2,3.4
030300,202410,0013127,310004,S,단리,S,정액적립식,24,3.1,3.3
030300,202410,0013127,310004,S,단리,S,정액적립식,12,3.0,3.2
030300,202410,0013127,310005,S,단리,S,정액적립식,12,3.1,3.2
030300,202410,0013127,310005,S,단리,S,정액적립식,24,3.2,3.3
030300,202410,0013127,310005,S,단리,S,정액적립식,36,3.3,3.4
030300,202410,0013127,310005,M,복리,S,정액적립식,12,3.1,3.2
030300,202410,0013127,310005,M,복리,S,정액적립식,24,3.2,3.3
030300,202410,0013127,310005,M,복리,S,정액적립식,36,3.3,3.4
030300,202410,0013127,310006,M,복리,S,정액적립식,12,4.5,5.0
030300,202410,0013127,310006,S,단리,S,정액적립식,12,4.5,5.0
030300,202410,0013166,240010,S,단리,S,정액적립식,12,2.0,5.0
030300,202410,0013166,240010,S,단리,S,정액적립식,24,2.0,5.0
030300,202410,0013166,240010,M,복리,S,정액적립식,12,2.0,5.0
030300,202410,0013166,240010,M,복리,S,정액적립식,24,2.0,5.0
030300,202410,0013166,310001,M,복리,S,정액적립식,36,3.7,3.8
030300,202410,0013166,310001,M,복리,S,정액적립식,24,3.7,3.8
030300,202410,0013166,310001,M,복리,S,정액적립식,12,3.9,6.3
030300,202410,0013166,310001,M,복리,S,정액적립식,6,2.5,2.6
030300,202410,0013166,310001,S,단리,S,정액적립식,36,3.7,3.8
030300,202410,0013166,310001,S,단리,S,정액적립식,24,3.7,3.8
030300,202410,0013166,310001,S,단리,S,정액적립식,12,3.9,6.3
030300,202410,0013166,310001,S,단리,S,정액적립식,6,2.5,2.6
030300,202410,0013166,310002,S,단리,S,정액적립식,6,2.6,2.6
030300,202410,0013166,310002,S,단리,S,정액적립식,12,4.0,4.0
030300,202410,0013166,310002,S,단리,S,정액적립식,24,3.8,3.8
030300,202410,0013166,310002,S,단리,S,정액적립식,36,3.8,3.8
030300,202410,0013166,310002,M,복리,S,정액적립식,6,2.6,2.6
030300,202410,0013166,310002,M,복리,S,정액적립식,12,4.0,4.0
030300,202410,0013166,310002,M,복리,S,정액적립식,24,3.8,3.8
030300,202410,0013166,310002,M,복리,S,정액적립식,36,3.8,3.8
030300,202410,0013308,JTCSB310010,S,단리,S,정액적립식,36,2.7,2.7
030300,202410,0013308,JTCSB310010,S,단리,S,정액적립식,24,3.7,3.7
030300,202410,0013308,JTCSB310010,S,단리,S,정액적립식,12,3.6,3.6
030300,202410,0013308,JTCSB310010,S,단리,S,정액적립식,6,2.0,2.0
030300,202410,0013308,JTCSB310013,S,단리,S,정액적립식,12,3.7,3.7
030300,202410,0013308,JTCSB310013,S,단리,S,정액적립식,24,2.7,2.7
030300,202410,0013308,JTCSB310026,S,단리,S,정액적립식,6,2.0,2.0
030300,202410,0013308,JTCSB310026,S,단리,S,정액적립식,12,3.7,3.7
030300,202410,0013308,JTCSB310026,S,단리,S,정액적립식,24,3.8,3.8
030300,202410,0013308,JTCSB310026,S,단리,S,정액적립식,36,2.8,2.8
030300,202410,0013313,31000,S,단리,S,정액적립식,36,3.0,3.0
030300,202410,0013313,31000,S,단리,S,정액적립식,24,3.0,3.0
030300,202410,0013313,31000,S,단리,S,정액적립식,12,3.0,3.5
030300,202410,0013313,31000,S,단리,S,정액적립식,6,3.0,3.0
030300,202410,0013313,31010,S,단리,S,정액적립식,6,3.1,3.1
030300,202410,0013313,31010,S,단리,S,정액적립식,12,3.1,3.6
030300,202410,0013313,31010,S,단리,S,정액적립식,24,3.1,3.1
030300,202410,0013313,31010,S,단리,S,정액적립식,36,3.1,3.1
030300,202410,0013313,31030,S,단리,F,자유적립식,36,1.5,1.5
030300,202410,0013313,31030,S,단리,F,자유적립식,24,1.5,1.5
030300,202410,0013313,31030,S,단리,F,자유적립식,12,1.5,1.5
030300,202410,0013313,31040,S,단리,F,자유적립식,12,1.6,1.6
030300,202410,0013313,31040,S,단리,F,자유적립식,24,1.6,1.6
030300,202410,0013313,31040,S,단리,F,자유적립식,36,1.6,1.6
030300,202410,0013313,31110,S,단리,S,정액적립식,6,3.1,3.1
030300,202410,0013313,31110,S,단리,S,정액적립식,12,3.1,3.6
030300,202410,0013313,31110,S,단리,S,정액적립식,24,3.1,3.1
030300,202410,0013313,31110,S,단리,S,정액적립식,36,3.1,3.1
030300,202410,0013313,31115,S,단리,S,정액적립식,6,4.0,5.0
030300,202410,0013313,31115,S,단리,S,정액적립식,12,4.0,5.0
030300,202410,0013313,31140,S,단리,F,자유적립식,12,1.6,1.6
030300,202410,0013313,31140,S,단리,F,자유적립식,24,1.6,1.6
030300,202410,0013313,31140,S,단리,F,자유적립식,36,1.6,1.6
030300,202410,0013350,1130311001,S,단리,S,정액적립식,36,3.5,4.3
030300,202410,0013350,1130311001,S,단리,S,정액적립식,24,3.3,4.1
030300,202410,0013350,1130311001,S,단리,S,정액적립식,12,3.1,3.9
030300,202410,0013350,1130311001,S,단리,S,정액적립식,6,2.9,3.7
030300,202410,0013350,1130312001,S,단리,S,정액적립식,6,2.9,3.7
030300,202410,0013350,1130312001,S,단리,S,정액적립식,12,3.2,4.0
030300,202410,0013350,1130312001,S,단리,S,정액적립식,24,3.4,4.2
030300,202410,0013350,1130312001,S,단리,S,정액적립식,36,3.6,4.4
030300,202410,0013350,1130312007,S,단리,S,정액적립식,12,3.7,7.0
030300,202410,0013350,1130313002,S,단리,S,정액적립식,6,2.9,3.7
030300,202410,0013350,1130313002,S,단리,S,정액적립식,12,3.2,4.0
030300,202410,0013350,1130313002,S,단리,S,정액적립식,24,3.4,4.2
030300,202410,0013350,1130313002,S,단리,S,정액적립식,36,3.6,4.4
030300,202410,0013350,1130313504,S,단리,S,정액적립식,12,3.7,7.0
030300,202410,0013350,1130313506,S,단리,S,정액적립식,12,2.0,6.0
030300,202410,0013350,1130313507,S,단리,S,정액적립식,12,1.0,10.0
030300,202410,0013350,1130313561,S,단리,F,자유적립식,12,2.8,2.8
030300,202410,0013350,1130313562,S,단리,F,자유적립식,12,1.5,4.5
030300,202410,0013350,1130313563,S,단리,F,자유적립식,12,2.0,14.0
030300,202410,0013350,1130315004,S,단리,S,정액적립식,12,3.1,4.8
030300,202410,0013350,1130315008,S,단리,S,정액적립식,12,1.0,10.0
030300,202410,0013350,1130315008,S,단리,S,정액적립식,24,1.0,10.0
030300,202410,0013350,1130315008,S,단리,S,정액적립식,36,1.0,10.0
030300,202410,0013350,1130315009,S,단리,S,정액적립식,12,1.0,5.5
030300,202410,0013350,1130315009,S,단리,S,정액적립식,24,1.0,5.5
030300,202410,0013350,1130315011,S,단리,S,정액적립식,12,1.0,6.5
030300,202410,0013350,1130315011,S,단리,S,정액적립식,24,1.0,6.5
030300,202410,0013351,310001,S,단리,S,정액적립식,12,2.5,2.5
030300,202410,0013351,310001,S,단리,S,정액적립식,24,2.5,2.5
030300,202410,0013351,310001,S,단리,S,정액적립식,36,2.5,2.5
030300,202410,0013351,310030,S,단리,S,정액적립식,12,2.6,2.6
030300,202410,0013351,310030,S,단리,S,정액적립식,24,2.6,2.6
030300,202410,0013351,310030,S,단리,S,정액적립식,36,2.6,2.6
